Priors = 2,Married = No,Race = Black,WorkRelease = No,Crime against Person = No,4.00 < MonthsServed <= 9.00,Junky = No,Gender = Male,PrisonViolations = 0,YearsSchool > 11.00
0.8341013824884793,0.0025
