Alcohol = Yes,Married = No,Gender = Male,Crime against Person = No,YearsSchool <= 8.00,Supervised Release = Yes,Felony = No,WorkRelease = Yes,Race = White,Priors = 1,Crime against Property = No,Junky = No,PrisonViolations = 0,Age > 33.00,4.00 < MonthsServed <= 9.00
1.0,0.0
