Priors = 1,Crime against Property = No,Junky = No,Alcohol = No,10.00 < YearsSchool <= 11.00,Supervised Release = Yes,Felony = No,WorkRelease = No,Gender = Male,Crime against Person = No,PrisonViolations = 1,Age <= 21.00,9.00 < MonthsServed <= 24.00
0.9217877094972067,0.0004
