Married = No,Gender = Male,WorkRelease = No,Crime against Person = No,Alcohol = No,Junky = No,Supervised Release = Yes,Felony = No,4.00 < MonthsServed <= 9.00,26.00 < Age <= 33.00,YearsSchool > 11.00,PrisonViolations = 0,Race = White,Priors = 1
1.0,0.0
