Race = White,Crime against Property = No,WorkRelease = No,9.00 < MonthsServed <= 24.00,Supervised Release = No,Married = No,Junky = No,YearsSchool <= 8.00,Alcohol = No,Priors = 2
0.9424242424242424,0.001
