-0.13031581211216653,-0.026306027811113998,0.0,-0.04584571057778662,-0.12459156801935516,-0.044858097937710326,-0.0605741236271352,0.07178445995087707,-0.03954279921668422,0.03224644216329728,0.0,-0.07485056305067943,0.15149443919127287,-0.12954029925401145,0.0680496570879098
2,10
0.7199052132701422,0.3666
