YearsSchool > 11.00,Priors = 1,PrisonViolations = 0,4.00 < MonthsServed <= 9.00,Junky = No,Married = No,Gender = Male,WorkRelease = Yes,Alcohol = Yes,Race = Black
0.9313186813186813,0.0009
