Age > 33.00,Crime against Property = No,Supervised Release = No,9.00 < MonthsServed <= 24.00,Alcohol = No,Junky = No,Gender = Male,Crime against Person = No,Married = No,YearsSchool <= 8.00,Priors = 2,PrisonViolations = 1
1.0,0.0006
