Priors = 2,Married = No,Race = Black,YearsSchool <= 8.00,Alcohol = No,Gender = Male,Supervised Release = Yes,PrisonViolations = 0,Crime against Person = Yes,WorkRelease = No,MonthsServed > 24.00,Age > 33.00
0.9803921568627451,0.0004
