Crime against Property = No,Alcohol = No,10.00 < YearsSchool <= 11.00,Felony = Yes,Supervised Release = No,Junky = No,21.00 < Age <= 26.00,WorkRelease = Yes,Crime against Person = No,Married = No,Priors = 2,MonthsServed > 24.00
0.905829596412556,0.0003
