Crime against Property = Yes,Alcohol = Yes,PrisonViolations = 1,9.00 < MonthsServed <= 24.00,10.00 < YearsSchool <= 11.00,Supervised Release = Yes,Gender = Male,Crime against Person = No,WorkRelease = Yes,Race = White
0.9411764705882353,0.0002
