Priors = 2,8.00 < YearsSchool <= 10.00,Married = No,PrisonViolations = 1,Crime against Person = No,Gender = Male,Felony = No,26.00 < Age <= 33.00,Supervised Release = Yes
0.8274058577405857,0.004
