Age <= 21.00,Crime against Property = Yes,8.00 < YearsSchool <= 10.00,Married = No,Gender = Male,Alcohol = No,Junky = No,Crime against Person = No,Race = White,Supervised Release = Yes,4.00 < MonthsServed <= 9.00
0.8935361216730038,0.0082
