-0.13881427893963394,0.0,0.0,0.04939684045418045,-0.12022460047782382,0.0,0.0,0.0,0.0,0.0,0.32975103822168617,0.0,0.12684658582712866,-0.13132230712028817,0.10364434895925884
1,2,5,6,7,8,9,11
0.7074380165289256,0.012
