YearsSchool > 11.00,PrisonViolations = 0,MonthsServed <= 4.00,Supervised Release = Yes,Junky = No,Alcohol = Yes,Crime against Person = No,Gender = Male,Married = No,Race = Black,21.00 < Age <= 26.00,Priors = 2,Crime against Property = Yes,WorkRelease = No
1.0,0.0
