Race = Black,Married = No,MonthsServed > 24.00,Felony = Yes,8.00 < YearsSchool <= 10.00,WorkRelease = Yes,Crime against Person = Yes,Supervised Release = Yes,Priors = 1
0.8960176991150443,0.0005
