Felony = Yes,Supervised Release = Yes,Junky = No,Gender = Male,Alcohol = No,21.00 < Age <= 26.00,WorkRelease = No,Crime against Person = No,Married = No,8.00 < YearsSchool <= 10.00,Priors = 2,Race = Black,PrisonViolations = 1,MonthsServed > 24.00
1.0,0.0005
