WorkRelease = No,Junky = No,Supervised Release = Yes,Gender = Male,Alcohol = No,21.00 < Age <= 26.00,Felony = Yes,Married = No,Crime against Person = No,Priors = 2,YearsSchool <= 8.00,Crime against Property = Yes,PrisonViolations = 1,MonthsServed > 24.00
1.0,0.0005
