Felony = Yes,Junky = No,Supervised Release = Yes,Alcohol = No,21.00 < Age <= 26.00,WorkRelease = No,Married = No,Crime against Person = No,8.00 < YearsSchool <= 10.00,Priors = 2,Gender = Male,Race = Black,PrisonViolations = 1,MonthsServed > 24.00
1.0,0.0009
