Age <= 21.00,PrisonViolations = 1,Married = No,Supervised Release = No,Crime against Person = No,Gender = Male,Junky = No,Felony = No,Crime against Property = No,WorkRelease = No,8.00 < YearsSchool <= 10.00,Priors = 1
0.912,0.0022
