Married = No,Race = Black,9.00 < MonthsServed <= 24.00,Priors = 2,8.00 < YearsSchool <= 10.00,Junky = No,PrisonViolations = 0,Alcohol = No,Felony = Yes,21.00 < Age <= 26.00
0.8516320474777448,0.0009
