Age <= 21.00,PrisonViolations = 1,Married = No,Felony = Yes,Gender = Male,8.00 < YearsSchool <= 10.00,9.00 < MonthsServed <= 24.00,Crime against Property = Yes
0.8766519823788547,0.0078
