Race = Black,PrisonViolations = 1,21.00 < Age <= 26.00,Married = No,Felony = No,WorkRelease = No,Crime against Property = No,8.00 < YearsSchool <= 10.00,Gender = Male,Priors = 1
0.9214092140921409,0.0024
