YearsSchool <= 8.00,MonthsServed <= 4.00,21.00 < Age <= 26.00,Felony = No,Gender = Male,Crime against Person = No,Junky = No,Supervised Release = Yes,Alcohol = No,WorkRelease = Yes
0.8098495212038304,0.0001
