YearsSchool > 11.00,Race = White,WorkRelease = No,Crime against Property = No,Supervised Release = Yes,Junky = No,Crime against Person = No,MonthsServed <= 4.00,Gender = Male,Felony = No,Alcohol = Yes,Age <= 21.00
0.890625,0.0001
