YearsSchool <= 8.00,Felony = No,Gender = Male,MonthsServed <= 4.00,21.00 < Age <= 26.00,WorkRelease = Yes,Junky = No,Supervised Release = Yes,Crime against Person = No,Alcohol = No
0.850828729281768,0.0004
