Married = No,Crime against Person = No,Gender = Male,Supervised Release = Yes,21.00 < Age <= 26.00,Alcohol = Yes,Felony = No,Junky = No,MonthsServed <= 4.00,Crime against Property = No,Race = White,PrisonViolations = 0,WorkRelease = Yes,YearsSchool > 11.00
0.9117647058823529,0.0
