PrisonViolations = 0,Race = White,Alcohol = No,Supervised Release = No,9.00 < MonthsServed <= 24.00,WorkRelease = No,Married = No,Junky = No,Age <= 21.00,Felony = No,Priors = 2
0.9591836734693877,0.0005
