Married = No,YearsSchool <= 8.00,MonthsServed <= 4.00,Felony = No,WorkRelease = Yes,Gender = Male,Crime against Person = No,Junky = No,Supervised Release = Yes,Priors = 1,Crime against Property = No,Alcohol = Yes,Race = White
1.0,0.0001
