Gender = Male,Married = No,WorkRelease = No,Crime against Person = No,Alcohol = No,Junky = No,Felony = No,Supervised Release = Yes,Race = White,26.00 < Age <= 33.00,YearsSchool > 11.00,4.00 < MonthsServed <= 9.00,PrisonViolations = 0
0.9636363636363636,0.0
