YearsSchool > 11.00,Alcohol = No,9.00 < MonthsServed <= 24.00,Felony = Yes,26.00 < Age <= 33.00,Supervised Release = Yes,Junky = No,WorkRelease = No
0.9079229122055674,0.0009
