Priors = 2,8.00 < YearsSchool <= 10.00,9.00 < MonthsServed <= 24.00,Married = No,Crime against Person = No,WorkRelease = Yes,Felony = No,26.00 < Age <= 33.00,PrisonViolations = 1
0.9849624060150376,0.0011
