MonthsServed <= 4.00,PrisonViolations = 0,Crime against Property = No,Supervised Release = Yes,Alcohol = No,Junky = No,Gender = Male,Crime against Person = No,WorkRelease = No,Married = No,Race = Black,Felony = No,10.00 < YearsSchool <= 11.00,Priors = 0
0.7716049382716049,0.0018
