Race = White,Crime against Property = No,Alcohol = No,Supervised Release = Yes,WorkRelease = No,Junky = No,Crime against Person = No,Married = No,8.00 < YearsSchool <= 10.00,Gender = Male,PrisonViolations = 1,Felony = No,Age <= 21.00,MonthsServed > 24.00,Priors = 2
1.0,0.0002
