Race = Black,Crime against Property = Yes,Gender = Male,Crime against Person = No,MonthsServed > 24.00,PrisonViolations = 0,Priors = 1,Junky = No,Felony = Yes,WorkRelease = Yes,26.00 < Age <= 33.00,YearsSchool > 11.00
1.0,0.0001
