Age <= 21.00,PrisonViolations = 1,Married = No,Gender = Male,Crime against Property = Yes,WorkRelease = No,Supervised Release = Yes,8.00 < YearsSchool <= 10.00,Race = White
0.8560311284046692,0.0119
