Race = Black,Married = No,YearsSchool <= 8.00,Supervised Release = No,Gender = Male,Alcohol = No,Junky = No,4.00 < MonthsServed <= 9.00,WorkRelease = Yes,Age > 33.00,Priors = 1,PrisonViolations = 0,Crime against Property = No,Crime against Person = Yes,Felony = Yes
1.0,0.0004
