10.00 < YearsSchool <= 11.00,Crime against Property = No,Priors = 0,PrisonViolations = 0,Crime against Person = No,Junky = No,Alcohol = No,Gender = Male,Supervised Release = Yes,Race = Black,Felony = No,Age <= 21.00
0.8015075376884422,0.0002
