Priors = 2,Crime against Property = Yes,8.00 < YearsSchool <= 10.00,Race = Black,Crime against Person = No,Alcohol = No,Felony = No,26.00 < Age <= 33.00,Married = Yes,Supervised Release = Yes
0.9514767932489452,0.0007
