Age <= 21.00,PrisonViolations = 1,Married = No,Crime against Property = Yes,WorkRelease = No,Gender = Male,8.00 < YearsSchool <= 10.00,Race = White,Felony = No,Crime against Person = No
0.9020979020979021,0.0058
