26.00 < Age <= 33.00,WorkRelease = No,Felony = Yes,Junky = No,Supervised Release = Yes,Alcohol = Yes,Gender = Male,Crime against Person = No,Married = No,8.00 < YearsSchool <= 10.00,Race = Black,PrisonViolations = 2,Priors = 2
0.8212290502793296,0.0002
