21.00 < Age <= 26.00,Race = Black,10.00 < YearsSchool <= 11.00,WorkRelease = No,Married = No,Crime against Person = No,Gender = Male,Supervised Release = Yes,Crime against Property = No,Alcohol = No,Junky = No,Priors = 1,Felony = Yes,4.00 < MonthsServed <= 9.00,PrisonViolations = 0
1.0,0.0001
