Race = Black,Crime against Person = No,Gender = Male,Alcohol = No,Junky = No,Felony = No,WorkRelease = Yes,26.00 < Age <= 33.00,Supervised Release = Yes,YearsSchool > 11.00,Priors = 1,PrisonViolations = 0,Married = Yes,Crime against Property = No
0.7834757834757835,0.0001
