YearsSchool <= 8.00,Married = No,MonthsServed <= 4.00,Felony = No,Gender = Male,Crime against Person = No,WorkRelease = Yes,Junky = No,Supervised Release = Yes,Crime against Property = No,Priors = 1,Alcohol = Yes
0.9157303370786517,0.0
