26.00 < Age <= 33.00,Crime against Property = No,8.00 < YearsSchool <= 10.00,Junky = No,Race = Black,Felony = No,Married = No,Alcohol = Yes,Priors = 2,Crime against Person = No,WorkRelease = Yes,Supervised Release = No
1.0,0.0001
