Crime against Property = Yes,Junky = Yes,PrisonViolations = 1,Race = Black,26.00 < Age <= 33.00,Crime against Person = No,WorkRelease = No,Gender = Male,Alcohol = No,Supervised Release = Yes,Married = Yes
0.9351351351351351,0.0006
