0.0,0.23091118681182887,0.16170122710765705,-0.11118576478233935,0.0,0.0,0.05629026339306525,0.0,-0.0860555203017224,0.0,0.18149386481679275,-0.03885563010966252,0.0,-0.06796520959440504,0.0655413330825269
0,4,5,7,9,12
0.8544554455445544,0.016
