Priors = 2,Crime against Property = Yes,Race = Black,Married = No,9.00 < MonthsServed <= 24.00,Crime against Person = No,Gender = Male,PrisonViolations = 0,Alcohol = No,Felony = Yes,Age > 33.00
0.9038461538461539,0.0006
