Age <= 21.00,Race = Black,MonthsServed <= 4.00,Married = No,Gender = Male,Alcohol = No,Junky = No,Felony = No,Crime against Property = No,Supervised Release = Yes,WorkRelease = No,YearsSchool > 11.00,PrisonViolations = 0
1.0,0.0014
