Race = Black,Supervised Release = No,WorkRelease = No,10.00 < YearsSchool <= 11.00,MonthsServed <= 4.00,Crime against Person = No,Alcohol = No,Gender = Male,Junky = No,Felony = No,PrisonViolations = 0,Married = Yes
0.7587719298245614,0.0001
