Alcohol = Yes,Married = No,WorkRelease = Yes,YearsSchool <= 8.00,Supervised Release = Yes,Race = White,Gender = Male,Felony = No,MonthsServed <= 4.00,Priors = 1,Crime against Property = No
0.965,0.0001
