Age > 33.00,Race = White,Alcohol = No,Junky = No,PrisonViolations = 1,Crime against Property = Yes,Supervised Release = Yes,Crime against Person = No,YearsSchool <= 8.00,Priors = 3
0.8658088235294118,0.0005
