Married = No,Priors = 0,MonthsServed <= 4.00,8.00 < YearsSchool <= 10.00,Gender = Male,Felony = No,Supervised Release = Yes,Junky = No,Crime against Property = No,PrisonViolations = 0
0.8611111111111112,0.0056
