Crime against Property = No,Alcohol = No,10.00 < YearsSchool <= 11.00,Junky = No,WorkRelease = Yes,Felony = Yes,Supervised Release = No,21.00 < Age <= 26.00,MonthsServed > 24.00,Priors = 2
0.8768768768768769,0.0003
