Race = Black,Supervised Release = No,Married = No,Crime against Person = No,Alcohol = No,Gender = Male,Junky = No,MonthsServed <= 4.00,Priors = 0,Felony = No,Crime against Property = No,10.00 < YearsSchool <= 11.00
0.9005376344086021,0.0006
