Age <= 21.00,Felony = Yes,8.00 < YearsSchool <= 10.00,9.00 < MonthsServed <= 24.00,Gender = Male,WorkRelease = No,Supervised Release = Yes,Crime against Property = No
0.9013035381750466,0.003
