26.00 < Age <= 33.00,Crime against Property = No,WorkRelease = No,Junky = No,Race = White,9.00 < MonthsServed <= 24.00,YearsSchool <= 8.00,Married = No,Alcohol = No
0.9190647482014388,0.0005
