Priors = 2,8.00 < YearsSchool <= 10.00,Married = No,Supervised Release = Yes,Crime against Person = No,Gender = Male,Alcohol = No,Junky = No,Race = White,26.00 < Age <= 33.00,MonthsServed <= 4.00
0.9868421052631579,0.0007
