Crime against Property = Yes,Race = Black,Supervised Release = No,Married = No,Felony = Yes,Crime against Person = No,Junky = No,MonthsServed <= 4.00,WorkRelease = No,21.00 < Age <= 26.00,YearsSchool > 11.00
1.0,0.0003
