YearsSchool > 11.00,Crime against Property = No,Supervised Release = Yes,26.00 < Age <= 33.00,Junky = No,PrisonViolations = 1,Alcohol = Yes,9.00 < MonthsServed <= 24.00,Married = No
0.9329758713136729,0.0007
