Alcohol = Yes,Junky = Yes,Supervised Release = Yes,WorkRelease = No,Married = No,Gender = Male,Crime against Person = No,21.00 < Age <= 26.00,Felony = No,YearsSchool > 11.00,4.00 < MonthsServed <= 9.00,PrisonViolations = 0
0.8195488721804511,0.0003
