Age > 33.00,PrisonViolations = 0,10.00 < YearsSchool <= 11.00,MonthsServed <= 4.00,Supervised Release = Yes,Gender = Male,WorkRelease = Yes,Crime against Person = No,Junky = No,Priors = 2,Alcohol = Yes
0.9324324324324325,0.0
