Age > 33.00,Race = White,Alcohol = No,Crime against Property = Yes,Junky = No,Supervised Release = Yes,PrisonViolations = 1,Crime against Person = No,Gender = Male,YearsSchool <= 8.00,Priors = 3,WorkRelease = Yes
0.9384057971014492,0.0004
