Priors = 2,Married = No,Gender = Male,WorkRelease = Yes,Felony = No,Alcohol = No,PrisonViolations = 0,YearsSchool > 11.00,4.00 < MonthsServed <= 9.00,Supervised Release = Yes,Junky = No,Race = White,Crime against Person = Yes
1.0,0.0009
